Semana,T_am_bin,O2_am_bin,pH_am_bin,ph_bin,humedad_bin,proteina_bin,fibra_bin,fosfolipidos_bin,grasa_bin,tyr_bin,TA,TC,Alimento
6.0,media,alto,lig_acido,medio,baja,baja,baja,medio,media,bajo,baja,baja,bajo
5.0,media,alto,lig_acido,alto,media,baja,alta,medio,media,medio,baja,baja,medio
7.0,media,alto,lig_acido,medio,baja,media,alta,alto,alta,bajo,baja,baja,alto
9.0,óptima,alto,lig_acido,bajo,baja,baja,alta,alto,media,bajo,baja,baja,bajo
8.0,media,alto,lig_acido,medio,media,baja,media,bajo,baja,medio,baja,baja,medio
1.0,óptima,alto,lig_acido,alto,alta,alta,baja,medio,baja,alto,baja,baja,alto
4.0,media,alto,neutro,medio,baja,baja,alta,alto,alta,bajo,baja,baja,bajo
8.0,óptima,alto,lig_acido,medio,baja,media,media,alto,alta,medio,baja,baja,alto
8.0,media,alto,lig_acido,medio,media,media,alta,bajo,baja,medio,baja,baja,medio
2.0,media,alto,neutro,bajo,alta,baja,alta,bajo,baja,bajo,baja,baja,medio
6.0,óptima,alto,lig_acido,alto,alta,alta,media,medio,media,medio,baja,baja,alto
2.0,óptima,alto,lig_acido,medio,baja,alta,baja,bajo,alta,alto,baja,baja,bajo
5.0,media,alto,lig_acido,alto,baja,media,media,medio,alta,alto,baja,baja,alto
7.0,óptima,alto,lig_acido,alto,alta,alta,media,alto,media,alto,baja,baja,alto
2.0,óptima,alto,neutro,bajo,media,media,media,alto,alta,bajo,baja,baja,alto
5.0,óptima,alto,lig_acido,medio,media,media,media,medio,alta,alto,baja,baja,alto
2.0,media,alto,neutro,bajo,media,alta,alta,bajo,baja,bajo,baja,baja,medio
10.0,media,alto,lig_acido,bajo,alta,media,alta,bajo,alta,bajo,baja,baja,bajo
11.0,óptima,alto,lig_acido,medio,baja,media,baja,alto,alta,medio,baja,baja,medio
4.0,media,alto,neutro,bajo,baja,baja,alta,alto,media,bajo,baja,baja,alto
3.0,baja,alto,neutro,bajo,baja,media,baja,alto,alta,medio,baja,baja,alto
5.0,óptima,alto,lig_acido,alto,alta,media,baja,bajo,alta,alto,baja,baja,bajo
9.0,media,alto,lig_acido,bajo,media,media,media,medio,media,medio,baja,baja,medio
8.0,óptima,alto,lig_acido,medio,baja,baja,alta,alto,alta,bajo,baja,baja,medio
2.0,media,alto,neutro,bajo,baja,media,baja,alto,alta,medio,baja,baja,medio
5.0,media,alto,lig_acido,medio,baja,media,media,alto,alta,medio,baja,baja,bajo
4.0,media,alto,neutro,alto,alta,baja,baja,medio,alta,medio,baja,baja,bajo
5.0,óptima,alto,lig_acido,medio,baja,alta,baja,medio,baja,alto,baja,baja,medio
7.0,óptima,alto,lig_acido,alto,alta,alta,media,medio,media,alto,baja,baja,alto
4.0,óptima,alto,lig_acido,bajo,media,alta,media,medio,media,medio,baja,baja,bajo
9.0,media,medio,lig_acido,bajo,alta,media,alta,bajo,baja,bajo,baja,baja,alto
5.0,óptima,alto,lig_acido,medio,baja,alta,media,medio,media,alto,baja,baja,bajo
5.0,media,alto,lig_acido,medio,baja,baja,baja,bajo,baja,bajo,baja,baja,alto
11.0,óptima,alto,lig_acido,bajo,media,media,media,alto,alta,bajo,baja,baja,medio
12.0,media,alto,lig_acido,medio,baja,alta,baja,alto,baja,alto,baja,baja,medio
4.0,óptima,alto,lig_acido,bajo,baja,baja,media,bajo,media,bajo,baja,baja,medio
4.0,óptima,alto,lig_acido,bajo,media,alta,media,medio,alta,alto,baja,baja,medio
5.0,baja,alto,neutro,alto,baja,media,baja,alto,alta,medio,baja,baja,alto
11.0,óptima,alto,lig_acido,alto,alta,alta,baja,alto,media,medio,baja,baja,bajo
3.0,media,alto,neutro,alto,baja,alta,baja,alto,alta,alto,baja,baja,alto
6.0,media,medio,lig_acido,medio,baja,alta,media,bajo,baja,alto,baja,baja,alto
12.0,media,alto,lig_acido,medio,baja,media,media,medio,media,medio,baja,baja,medio
11.0,media,alto,lig_acido,bajo,media,media,alta,bajo,baja,bajo,baja,baja,bajo
7.0,media,alto,lig_acido,alto,alta,alta,baja,medio,baja,medio,baja,baja,alto
12.0,media,alto,lig_acido,medio,alta,media,alta,medio,baja,alto,baja,baja,bajo
4.0,media,alto,neutro,alto,baja,media,baja,alto,alta,medio,baja,baja,medio
4.0,óptima,alto,lig_acido,alto,alta,media,baja,medio,media,medio,baja,baja,bajo
3.0,óptima,alto,lig_acido,alto,baja,media,baja,alto,alta,medio,baja,baja,alto
4.0,óptima,alto,neutro,alto,baja,alta,media,medio,baja,alto,baja,baja,bajo
10.0,media,alto,lig_acido,medio,alta,baja,alta,medio,baja,alto,baja,baja,alto
8.0,baja,alto,neutro,alto,media,baja,alta,medio,media,medio,baja,baja,alto
2.0,media,alto,neutro,medio,alta,baja,alta,bajo,baja,medio,baja,baja,alto
8.0,baja,alto,lig_acido,alto,media,baja,alta,alto,baja,medio,baja,baja,medio
2.0,media,alto,lig_acido,medio,alta,media,baja,bajo,alta,alto,baja,baja,alto
2.0,media,alto,neutro,medio,baja,media,alta,bajo,baja,medio,baja,baja,alto
5.0,óptima,alto,lig_acido,alto,alta,media,media,alto,media,medio,baja,baja,medio
10.0,media,alto,lig_acido,medio,baja,media,alta,alto,media,alto,baja,baja,bajo
9.0,óptima,alto,lig_acido,medio,baja,alta,baja,alto,baja,alto,baja,baja,alto
9.0,media,alto,lig_acido,bajo,alta,media,alta,bajo,alta,bajo,baja,baja,bajo
2.0,óptima,alto,neutro,medio,baja,media,baja,alto,alta,medio,baja,baja,medio
11.0,media,alto,lig_acido,medio,baja,baja,media,bajo,baja,bajo,baja,baja,alto
7.0,óptima,medio,lig_acido,alto,alta,alta,media,medio,media,medio,baja,baja,bajo
6.0,óptima,alto,lig_acido,alto,alta,media,baja,alto,media,medio,baja,baja,bajo
10.0,media,alto,lig_acido,medio,media,media,alta,medio,media,medio,baja,baja,bajo
4.0,media,alto,lig_acido,medio,baja,baja,baja,bajo,baja,bajo,baja,baja,bajo
7.0,media,alto,lig_acido,medio,baja,baja,media,bajo,baja,bajo,baja,baja,bajo
2.0,media,alto,neutro,medio,baja,media,media,bajo,baja,medio,baja,baja,bajo
6.0,media,alto,lig_acido,alto,media,baja,alta,medio,media,medio,baja,baja,alto
1.0,óptima,alto,lig_acido,medio,media,baja,media,medio,media,bajo,baja,baja,alto
11.0,media,alto,lig_acido,bajo,media,media,media,alto,alta,medio,baja,baja,medio
2.0,óptima,medio,lig_acido,alto,alta,alta,media,medio,media,medio,baja,baja,medio
5.0,media,alto,neutro,bajo,baja,media,baja,medio,alta,alto,baja,baja,medio
10.0,media,alto,lig_acido,bajo,alta,media,media,medio,alta,medio,baja,baja,alto
2.0,óptima,alto,lig_acido,medio,media,baja,media,bajo,baja,bajo,baja,baja,alto
13.0,óptima,alto,lig_acido,bajo,media,media,media,alto,media,medio,baja,baja,alto
1.0,media,alto,lig_acido,medio,alta,alta,baja,bajo,alta,alto,baja,baja,bajo
4.0,óptima,alto,ácido,medio,media,alta,baja,medio,baja,alto,baja,baja,bajo
5.0,óptima,alto,lig_acido,medio,baja,alta,baja,medio,media,alto,baja,baja,alto
9.0,media,alto,lig_acido,medio,media,baja,media,medio,media,bajo,baja,baja,alto
12.0,óptima,alto,lig_acido,bajo,baja,media,media,alto,alta,bajo,baja,baja,bajo
10.0,media,alto,lig_acido,medio,media,baja,media,medio,baja,bajo,baja,baja,bajo
6.0,media,alto,lig_acido,medio,baja,alta,baja,alto,baja,alto,baja,baja,bajo
4.0,óptima,alto,lig_acido,bajo,media,baja,media,bajo,media,bajo,baja,baja,medio
2.0,óptima,alto,lig_acido,alto,baja,baja,baja,medio,media,bajo,baja,baja,alto
4.0,media,alto,lig_acido,medio,media,baja,alta,medio,baja,alto,baja,baja,alto
8.0,media,alto,lig_acido,medio,media,media,alta,medio,baja,alto,baja,baja,medio
6.0,óptima,alto,lig_acido,alto,alta,media,baja,medio,baja,medio,baja,baja,alto
4.0,media,alto,lig_acido,bajo,alta,media,media,medio,alta,medio,baja,baja,bajo
4.0,media,alto,lig_acido,alto,alta,alta,media,alto,baja,bajo,baja,baja,alto
9.0,óptima,alto,lig_acido,bajo,baja,media,media,alto,alta,medio,baja,baja,medio
4.0,media,alto,lig_acido,medio,baja,alta,alta,alto,media,alto,baja,baja,medio
6.0,media,alto,lig_acido,alto,alta,baja,media,bajo,media,medio,baja,baja,alto
2.0,óptima,alto,lig_acido,bajo,baja,media,alta,alto,alta,bajo,baja,baja,medio
8.0,media,alto,lig_acido,bajo,media,media,alta,bajo,baja,bajo,baja,baja,bajo
2.0,óptima,alto,neutro,medio,media,media,media,alto,alta,bajo,baja,baja,medio
4.0,media,alto,lig_acido,alto,media,baja,alta,alto,media,medio,baja,baja,bajo
10.0,media,alto,lig_acido,bajo,baja,media,alta,alto,alta,bajo,baja,baja,alto
12.0,óptima,alto,lig_acido,medio,media,baja,media,bajo,baja,medio,baja,baja,bajo
5.0,media,alto,lig_acido,medio,media,alta,media,alto,baja,alto,baja,baja,bajo
2.0,óptima,alto,lig_acido,alto,media,baja,media,bajo,baja,bajo,baja,baja,alto
8.0,media,alto,lig_acido,bajo,baja,media,media,medio,media,bajo,baja,baja,medio
12.0,óptima,alto,lig_acido,medio,baja,media,alta,medio,media,medio,baja,baja,bajo
6.0,media,alto,neutro,alto,alta,baja,baja,medio,alta,medio,baja,baja,bajo
12.0,media,alto,lig_acido,medio,baja,media,alta,alto,media,alto,baja,baja,bajo
2.0,óptima,alto,lig_acido,alto,media,alta,media,alto,media,alto,baja,baja,bajo
1.0,media,alto,neutro,alto,media,baja,alta,alto,baja,medio,baja,baja,bajo
3.0,óptima,alto,lig_acido,alto,alta,alta,baja,alto,baja,medio,baja,baja,bajo
3.0,media,alto,lig_acido,alto,media,alta,baja,alto,alta,alto,baja,baja,alto
6.0,media,alto,lig_acido,alto,alta,media,baja,medio,baja,medio,baja,baja,alto
2.0,óptima,alto,lig_acido,medio,media,baja,media,medio,baja,bajo,baja,baja,medio
8.0,óptima,alto,ácido,bajo,media,baja,alta,bajo,media,bajo,baja,baja,bajo
6.0,óptima,alto,lig_acido,medio,baja,media,alta,alto,alta,bajo,baja,baja,alto
3.0,media,alto,lig_acido,alto,media,alta,media,medio,baja,alto,baja,baja,alto
5.0,media,alto,lig_acido,alto,baja,alta,media,medio,baja,bajo,baja,baja,bajo
6.0,óptima,alto,lig_acido,alto,alta,media,baja,bajo,alta,alto,baja,baja,bajo
6.0,media,medio,lig_acido,medio,media,media,alta,medio,media,medio,baja,baja,medio
6.0,media,alto,lig_acido,bajo,baja,media,baja,medio,alta,alto,baja,baja,bajo
12.0,media,alto,lig_acido,bajo,media,baja,alta,bajo,baja,alto,baja,baja,alto
6.0,media,alto,lig_acido,bajo,baja,media,baja,alto,alta,alto,baja,baja,alto
10.0,media,alto,lig_acido,bajo,media,baja,alta,bajo,baja,medio,baja,baja,medio
1.0,óptima,alto,lig_acido,alto,baja,alta,media,bajo,media,bajo,baja,baja,bajo
7.0,media,alto,lig_acido,alto,alta,media,media,alto,baja,alto,baja,baja,medio
7.0,óptima,alto,lig_acido,alto,alta,media,baja,alto,media,medio,baja,baja,bajo
5.0,media,alto,lig_acido,medio,baja,baja,alta,alto,media,medio,baja,baja,alto
14.0,media,alto,lig_acido,medio,baja,media,alta,medio,media,alto,baja,baja,medio
2.0,media,alto,lig_acido,alto,alta,alta,baja,alto,media,medio,baja,baja,medio
5.0,media,alto,neutro,bajo,baja,alta,baja,alto,alta,alto,baja,baja,alto
2.0,óptima,alto,neutro,medio,alta,alta,baja,bajo,media,alto,baja,baja,medio
2.0,óptima,alto,lig_acido,bajo,baja,baja,alta,alto,alta,bajo,baja,baja,bajo
4.0,media,alto,neutro,bajo,media,baja,media,alto,alta,medio,baja,baja,medio
7.0,media,alto,lig_acido,bajo,baja,media,media,alto,alta,bajo,baja,baja,alto
4.0,media,alto,lig_acido,bajo,baja,media,media,medio,media,medio,baja,baja,medio
9.0,media,alto,lig_acido,bajo,baja,media,baja,alto,alta,medio,baja,baja,medio
3.0,media,alto,lig_acido,bajo,baja,media,baja,alto,alta,alto,baja,baja,alto
9.0,óptima,alto,lig_acido,medio,media,alta,media,medio,media,alto,baja,baja,medio
14.0,óptima,alto,lig_acido,bajo,media,media,media,medio,media,medio,baja,baja,medio
6.0,óptima,alto,lig_acido,alto,baja,alta,baja,medio,baja,bajo,baja,baja,medio
6.0,óptima,alto,lig_acido,medio,media,baja,media,alto,alta,medio,baja,baja,bajo
12.0,óptima,alto,lig_acido,medio,alta,baja,baja,bajo,alta,medio,baja,baja,alto
6.0,media,alto,lig_acido,medio,baja,baja,alta,alto,baja,medio,baja,baja,alto
4.0,media,alto,lig_acido,alto,media,alta,media,alto,media,bajo,baja,baja,bajo
4.0,media,alto,ácido,medio,baja,alta,media,alto,baja,medio,baja,baja,bajo
6.0,media,alto,lig_acido,bajo,media,baja,media,alto,alta,bajo,baja,baja,alto
9.0,media,alto,lig_acido,medio,media,baja,alta,alto,media,medio,baja,baja,bajo
1.0,óptima,alto,lig_acido,alto,baja,alta,baja,medio,baja,bajo,baja,baja,bajo
7.0,media,alto,lig_acido,medio,baja,baja,baja,bajo,baja,bajo,baja,baja,alto
1.0,óptima,alto,lig_acido,alto,alta,alta,media,medio,media,alto,baja,baja,medio
7.0,media,alto,lig_acido,bajo,media,media,media,medio,alta,medio,baja,baja,medio
8.0,media,alto,lig_acido,medio,baja,media,alta,medio,baja,alto,baja,baja,bajo
2.0,óptima,alto,neutro,medio,alta,media,baja,bajo,alta,alto,baja,baja,alto
6.0,media,alto,lig_acido,medio,alta,baja,alta,medio,baja,alto,baja,baja,medio
9.0,media,alto,lig_acido,bajo,media,media,media,alto,media,medio,baja,baja,alto
5.0,óptima,alto,lig_acido,bajo,alta,alta,media,medio,alta,medio,baja,baja,alto
12.0,media,alto,lig_acido,medio,media,baja,alta,medio,baja,alto,baja,baja,alto
4.0,óptima,alto,lig_acido,medio,alta,baja,baja,medio,alta,alto,baja,baja,bajo
10.0,óptima,alto,lig_acido,medio,media,alta,media,alto,baja,alto,baja,baja,medio
14.0,óptima,alto,lig_acido,medio,media,baja,alta,alto,alta,bajo,baja,baja,bajo
1.0,óptima,alto,lig_acido,alto,media,baja,alta,medio,media,medio,baja,baja,bajo
11.0,media,alto,lig_acido,bajo,baja,baja,alta,alto,alta,bajo,baja,baja,bajo
5.0,media,alto,lig_acido,alto,alta,media,media,alto,alta,medio,baja,baja,medio
15.0,óptima,alto,lig_acido,medio,baja,baja,alta,medio,media,bajo,baja,baja,medio
11.0,media,alto,lig_acido,medio,baja,media,alta,alto,alta,bajo,baja,baja,alto
8.0,baja,alto,lig_acido,bajo,baja,media,baja,alto,alta,medio,baja,baja,medio
7.0,óptima,medio,lig_acido,alto,alta,alta,baja,medio,baja,medio,baja,baja,alto
5.0,media,alto,lig_acido,bajo,baja,media,baja,medio,alta,alto,baja,baja,alto
2.0,media,alto,neutro,bajo,baja,alta,baja,alto,alta,alto,baja,baja,medio
10.0,media,alto,lig_acido,bajo,baja,media,media,alto,alta,bajo,baja,baja,alto
3.0,óptima,alto,lig_acido,alto,alta,alta,media,medio,baja,medio,baja,baja,medio
1.0,media,alto,lig_acido,medio,alta,alta,baja,bajo,media,alto,baja,baja,bajo
11.0,óptima,alto,lig_acido,alto,alta,alta,baja,medio,media,medio,baja,baja,bajo
11.0,media,alto,lig_acido,bajo,baja,media,media,medio,alta,medio,baja,baja,alto
6.0,óptima,medio,lig_acido,bajo,media,baja,alta,bajo,media,bajo,baja,baja,bajo
12.0,óptima,alto,lig_acido,medio,media,alta,baja,medio,media,alto,baja,baja,bajo
3.0,óptima,alto,lig_acido,alto,media,alta,alta,medio,baja,alto,baja,baja,alto
7.0,óptima,alto,lig_acido,alto,alta,alta,baja,medio,baja,alto,baja,baja,medio
3.0,óptima,alto,lig_acido,alto,alta,media,baja,bajo,alta,medio,baja,baja,medio
4.0,media,alto,lig_acido,bajo,alta,baja,alta,bajo,media,medio,baja,baja,bajo
11.0,óptima,alto,lig_acido,medio,baja,media,media,alto,alta,medio,baja,baja,bajo
8.0,media,alto,lig_acido,medio,media,alta,baja,medio,baja,alto,baja,baja,bajo
12.0,media,alto,lig_acido,bajo,media,alta,alta,bajo,baja,medio,baja,baja,alto
3.0,óptima,alto,lig_acido,alto,baja,alta,baja,bajo,baja,medio,baja,baja,bajo
10.0,óptima,alto,lig_acido,alto,alta,media,baja,medio,baja,medio,baja,baja,alto
5.0,media,alto,lig_acido,alto,media,alta,media,alto,media,bajo,baja,baja,medio
5.0,media,alto,lig_acido,bajo,baja,alta,baja,alto,alta,medio,baja,baja,medio
4.0,media,alto,ácido,medio,baja,alta,media,alto,baja,alto,baja,baja,alto
7.0,media,alto,lig_acido,medio,media,baja,media,bajo,baja,bajo,baja,baja,bajo
11.0,óptima,alto,lig_acido,medio,baja,media,baja,alto,alta,alto,baja,baja,medio
6.0,media,alto,lig_acido,alto,alta,alta,baja,alto,media,medio,baja,baja,medio
15.0,óptima,alto,lig_acido,bajo,baja,media,media,alto,alta,bajo,baja,baja,medio
7.0,media,alto,lig_acido,bajo,media,media,media,medio,alta,bajo,baja,baja,medio
5.0,media,alto,lig_acido,bajo,alta,alta,alta,bajo,media,bajo,baja,baja,bajo
2.0,media,alto,neutro,alto,alta,media,media,alto,alta,medio,baja,baja,medio
6.0,media,alto,lig_acido,alto,alta,alta,baja,medio,baja,medio,baja,baja,medio
5.0,óptima,alto,lig_acido,alto,alta,alta,media,medio,baja,alto,baja,baja,alto
7.0,óptima,alto,lig_acido,alto,alta,media,media,alto,media,alto,baja,baja,bajo
4.0,óptima,alto,lig_acido,medio,baja,media,media,bajo,baja,alto,baja,baja,bajo
12.0,media,alto,lig_acido,medio,baja,alta,media,alto,baja,medio,baja,baja,medio
2.0,óptima,alto,neutro,medio,baja,media,media,medio,media,medio,baja,baja,medio
7.0,media,alto,lig_acido,alto,alta,media,media,alto,media,alto,baja,baja,bajo
14.0,óptima,alto,lig_acido,bajo,baja,media,alta,alto,alta,bajo,baja,baja,alto
3.0,óptima,alto,neutro,medio,baja,media,baja,alto,alta,alto,baja,baja,bajo
2.0,media,alto,neutro,bajo,alta,media,alta,bajo,alta,bajo,baja,baja,alto
7.0,media,alto,neutro,medio,baja,alta,baja,alto,alta,alto,baja,baja,alto
10.0,media,alto,lig_acido,bajo,baja,alta,media,medio,alta,medio,baja,baja,alto
8.0,media,alto,lig_acido,alto,alta,alta,baja,medio,baja,medio,baja,baja,medio
4.0,media,alto,lig_acido,medio,baja,media,alta,medio,media,medio,baja,baja,medio
14.0,media,alto,lig_acido,medio,alta,media,alta,medio,baja,alto,baja,baja,alto
5.0,media,alto,lig_acido,bajo,media,baja,alta,medio,baja,bajo,baja,baja,alto
12.0,media,alto,lig_acido,medio,baja,media,alta,medio,media,medio,baja,baja,alto
12.0,media,alto,lig_acido,medio,media,media,media,medio,media,medio,baja,baja,medio
7.0,media,alto,neutro,medio,baja,media,baja,alto,alta,medio,baja,baja,alto
13.0,óptima,alto,lig_acido,bajo,baja,media,media,alto,alta,medio,baja,baja,bajo
8.0,media,alto,lig_acido,bajo,media,baja,media,alto,alta,bajo,baja,baja,alto
8.0,media,alto,lig_acido,bajo,baja,media,media,medio,media,medio,baja,baja,alto
9.0,media,alto,lig_acido,alto,baja,baja,alta,alto,baja,medio,baja,baja,medio
12.0,óptima,alto,lig_acido,medio,baja,alta,media,alto,alta,medio,baja,baja,bajo
4.0,óptima,alto,lig_acido,alto,alta,alta,baja,medio,baja,medio,baja,baja,medio
1.0,óptima,alto,neutro,alto,alta,alta,media,medio,media,alto,baja,baja,bajo
16.0,media,alto,lig_acido,bajo,media,media,media,medio,media,medio,baja,baja,alto
9.0,óptima,alto,lig_acido,alto,baja,alta,baja,medio,media,alto,baja,baja,alto
5.0,óptima,alto,lig_acido,medio,baja,alta,baja,alto,alta,medio,baja,baja,medio
1.0,óptima,alto,neutro,alto,alta,alta,baja,alto,media,medio,baja,baja,medio
2.0,óptima,alto,neutro,bajo,baja,media,media,alto,alta,bajo,baja,baja,alto
2.0,óptima,alto,lig_acido,alto,media,alta,media,medio,media,alto,baja,baja,alto
5.0,media,alto,lig_acido,alto,media,baja,alta,alto,media,medio,baja,baja,medio
9.0,media,alto,lig_acido,bajo,baja,media,media,alto,alta,bajo,baja,baja,bajo
12.0,óptima,alto,lig_acido,bajo,media,media,media,alto,alta,bajo,baja,baja,bajo
2.0,óptima,alto,lig_acido,bajo,alta,alta,media,medio,alta,alto,baja,baja,medio
8.0,media,alto,lig_acido,medio,media,alta,baja,alto,baja,alto,baja,baja,alto
5.0,óptima,alto,lig_acido,alto,baja,alta,media,alto,baja,alto,baja,baja,alto
6.0,óptima,alto,lig_acido,alto,media,media,media,medio,media,medio,baja,baja,medio
5.0,media,alto,neutro,bajo,alta,media,media,bajo,alta,alto,baja,baja,medio
8.0,media,alto,lig_acido,bajo,baja,baja,alta,medio,alta,bajo,baja,baja,alto
9.0,baja,alto,lig_acido,bajo,baja,alta,baja,alto,alta,alto,baja,baja,alto
5.0,óptima,alto,lig_acido,medio,baja,media,baja,medio,alta,alto,baja,baja,alto
6.0,media,alto,lig_acido,alto,alta,media,media,medio,media,alto,baja,baja,bajo
12.0,media,alto,lig_acido,medio,baja,baja,alta,alto,alta,bajo,baja,baja,bajo
4.0,media,alto,lig_acido,alto,alta,alta,media,alto,media,bajo,baja,baja,bajo
3.0,óptima,alto,lig_acido,medio,media,baja,media,bajo,media,bajo,baja,baja,bajo
8.0,media,alto,lig_acido,bajo,alta,baja,alta,bajo,media,medio,baja,baja,alto
1.0,óptima,alto,lig_acido,bajo,media,baja,media,medio,media,bajo,baja,baja,medio
10.0,media,alto,lig_acido,alto,alta,alta,baja,alto,media,medio,baja,baja,medio
11.0,media,alto,lig_acido,medio,baja,baja,alta,alto,alta,bajo,baja,baja,alto
1.0,óptima,alto,lig_acido,medio,baja,baja,baja,bajo,baja,bajo,baja,baja,medio
3.0,media,alto,lig_acido,alto,media,media,baja,alto,alta,medio,baja,baja,bajo
13.0,óptima,alto,lig_acido,medio,baja,media,alta,alto,alta,bajo,baja,baja,medio
7.0,media,alto,lig_acido,alto,media,baja,alta,medio,media,bajo,baja,baja,medio
3.0,media,alto,lig_acido,alto,baja,alta,alta,alto,media,medio,baja,baja,alto
1.0,óptima,alto,lig_acido,alto,alta,media,media,medio,media,alto,baja,baja,bajo
5.0,óptima,alto,lig_acido,alto,alta,media,baja,medio,alta,medio,baja,baja,alto
12.0,media,alto,lig_acido,medio,media,baja,alta,bajo,baja,medio,baja,baja,medio
4.0,media,alto,ácido,medio,baja,alta,baja,alto,baja,alto,baja,baja,bajo
1.0,media,alto,lig_acido,alto,alta,media,baja,bajo,alta,alto,baja,baja,bajo
5.0,óptima,alto,lig_acido,medio,media,media,alta,medio,baja,medio,baja,baja,bajo
6.0,óptima,alto,lig_acido,alto,media,alta,media,medio,media,alto,baja,baja,alto
2.0,óptima,alto,lig_acido,bajo,baja,media,media,medio,media,medio,baja,baja,bajo
6.0,baja,alto,lig_acido,bajo,baja,alta,media,medio,alta,medio,baja,baja,alto
9.0,media,alto,lig_acido,medio,media,baja,alta,medio,baja,medio,baja,baja,alto
9.0,óptima,alto,lig_acido,bajo,media,media,media,alto,alta,bajo,baja,baja,bajo
4.0,media,alto,lig_acido,alto,alta,media,baja,medio,alta,alto,baja,baja,alto
6.0,media,alto,lig_acido,medio,baja,baja,media,bajo,baja,bajo,baja,baja,alto
2.0,óptima,alto,lig_acido,alto,alta,alta,media,alto,media,alto,baja,baja,alto
6.0,media,alto,lig_acido,bajo,media,media,media,alto,alta,medio,baja,baja,medio
5.0,media,alto,neutro,alto,baja,media,baja,alto,alta,medio,baja,baja,medio
3.0,óptima,alto,lig_acido,medio,baja,media,media,alto,alta,medio,baja,baja,alto
5.0,óptima,alto,neutro,medio,baja,media,baja,alto,alta,alto,baja,baja,medio
6.0,media,alto,lig_acido,bajo,baja,media,media,alto,alta,medio,baja,baja,medio
4.0,óptima,alto,lig_acido,bajo,media,baja,media,alto,alta,bajo,baja,baja,medio
3.0,media,alto,lig_acido,alto,alta,media,baja,bajo,alta,alto,baja,baja,medio
4.0,media,alto,neutro,bajo,alta,alta,alta,bajo,media,bajo,baja,baja,alto
2.0,media,alto,lig_acido,medio,baja,alta,alta,medio,media,alto,baja,baja,medio
5.0,media,alto,lig_acido,alto,media,alta,media,alto,alta,bajo,baja,baja,alto
2.0,óptima,alto,lig_acido,alto,baja,media,media,bajo,media,bajo,baja,baja,bajo
4.0,óptima,alto,lig_acido,alto,media,media,media,bajo,media,medio,baja,baja,medio
7.0,media,alto,lig_acido,bajo,baja,media,baja,medio,alta,alto,baja,baja,medio
2.0,media,alto,lig_acido,medio,baja,media,alta,medio,media,alto,baja,baja,bajo
7.0,óptima,alto,lig_acido,alto,alta,media,media,medio,media,alto,baja,baja,medio
2.0,óptima,alto,lig_acido,alto,media,baja,alta,medio,media,medio,baja,baja,medio
5.0,óptima,alto,lig_acido,alto,baja,alta,baja,medio,baja,medio,baja,baja,medio
2.0,media,alto,lig_acido,medio,media,alta,baja,alto,baja,alto,baja,baja,bajo
9.0,media,alto,lig_acido,medio,baja,baja,alta,alto,baja,medio,baja,baja,bajo
6.0,media,alto,lig_acido,medio,media,alta,baja,alto,baja,alto,baja,baja,medio
4.0,media,alto,neutro,alto,alta,media,media,alto,alta,medio,baja,baja,alto
6.0,media,alto,lig_acido,bajo,media,baja,alta,bajo,baja,alto,baja,baja,bajo
3.0,óptima,alto,lig_acido,alto,media,baja,media,bajo,baja,bajo,baja,baja,alto
6.0,media,alto,lig_acido,bajo,alta,baja,alta,bajo,media,medio,baja,baja,medio
8.0,media,alto,lig_acido,alto,media,baja,alta,medio,media,medio,baja,baja,alto
9.0,media,alto,lig_acido,bajo,baja,baja,alta,alto,alta,bajo,baja,baja,bajo
10.0,óptima,alto,lig_acido,medio,alta,alta,media,medio,baja,alto,baja,baja,medio
4.0,media,alto,neutro,bajo,alta,media,alta,bajo,media,bajo,baja,baja,bajo
1.0,óptima,alto,lig_acido,bajo,alta,alta,media,bajo,alta,medio,baja,baja,medio
5.0,media,alto,lig_acido,alto,baja,alta,baja,alto,alta,alto,baja,baja,medio
2.0,media,alto,neutro,bajo,media,media,alta,bajo,baja,bajo,baja,baja,alto
10.0,media,alto,lig_acido,bajo,baja,media,baja,alto,alta,medio,baja,baja,bajo
8.0,media,alto,lig_acido,medio,alta,baja,alta,bajo,baja,bajo,baja,baja,bajo
5.0,media,alto,lig_acido,alto,baja,baja,baja,bajo,baja,bajo,baja,baja,alto
3.0,óptima,alto,lig_acido,alto,alta,media,baja,alto,media,alto,baja,baja,alto
4.0,óptima,alto,lig_acido,alto,alta,baja,baja,bajo,alta,medio,baja,baja,medio
8.0,media,alto,lig_acido,medio,baja,baja,alta,alto,alta,bajo,baja,baja,medio
5.0,óptima,alto,lig_acido,alto,alta,media,baja,medio,baja,medio,baja,baja,medio
8.0,media,alto,lig_acido,bajo,alta,baja,alta,bajo,alta,bajo,baja,baja,medio
4.0,óptima,alto,lig_acido,alto,media,media,media,medio,media,medio,baja,baja,bajo
9.0,media,alto,lig_acido,medio,media,baja,media,alto,alta,bajo,baja,baja,bajo
10.0,óptima,alto,neutro,medio,baja,alta,media,bajo,baja,alto,baja,baja,bajo
3.0,óptima,alto,neutro,bajo,media,baja,media,medio,media,bajo,baja,baja,bajo
3.0,media,alto,neutro,bajo,baja,alta,baja,bajo,alta,alto,baja,baja,alto
8.0,óptima,alto,lig_acido,bajo,baja,baja,media,alto,alta,bajo,baja,baja,bajo
